image_name|comment_number|comment
1717077532.jpg| 2| A woman and a girl are sitting on a tile floor behind a wooden rack for weaving .
2425532035.jpg| 2| A young boy in a blue golf shirt and khaki shorts is practicing his gold swing .
2387419639.jpg| 0| An older man and a young woman avoid making eye contact while sitting on neighboring benches on a bus or train .
4862273608.jpg| 0| Three men stand near a building with a woman who is trying to shade her eyes from the sun .
3332883133.jpg| 4| A man is describing stuff using chalk on a chalkboard .
4434577985.jpg| 0| Old people standing in a room looking at pictures on a white wall , while one man is taking a photo .
3101378069.jpg| 0| Person in pointed hat and face covered with green scarf poling boatload of stuff through water
517942470.jpg| 2| A white dog is distracting its owner from using an iMac computer .
4981372732.jpg| 2| A man holding a plastic bag is walking in front of some graffiti on a wall .
4811455038.jpg| 0| A woman wearing a green shirt and a white skirt is standing with her arms crossed .
4941007356.jpg| 4| A guy in a costume .
3304712466.jpg| 1| Bicycle road racers passing a group of cheering spectators .
6954985804.jpg| 0| An Alabama baseball player is walking on the dirt portion of the baseball field .
3659769138.jpg| 2| The airplane is billowing smoke and looks like it may crash .
2800004913.jpg| 0| A little girl is jumping into a breaking wave on the beach .
3673069138.jpg| 0| A young Indian man sits atop a concrete structure with a saw and is carving it while what appears to be a woman because of her dress and legs is in the background .
2725089128.jpg| 2| Two girls together and one in polka dot dress is jumping rope .
272283076.jpg| 1| A man with a bandage on his finger is rock climbing as others watch .
1234817607.jpg| 4| a Korean man sells soda .
296349520.jpg| 3| A man wearing an inspector vest standing on a bus .
3453019315.jpg| 2| A dirt bike rider is midair while on a trail .
2705099783.jpg| 2| A handicapped man plays a game while an elderly woman watches .
120474559.jpg| 3| A man in a hat plays his keyboard that is attached to a computer .
196583746.jpg| 0| Men in white painters ' clothes are painting a railing blue on a pier .
4790515720.jpg| 4| A man walking past a reddish hotel building .
3354200211.jpg| 2| A bunch of people walking down the street .
2359499627.jpg| 2| Two men in work clothes aboard a ship with a lot of rigging .
2824922268.jpg| 4| A tan dog shaking off some water on a lawn
2521938802.jpg| 4| A man playing cricket
7156339776.jpg| 1| A long-haired man in a blue shirt juggles six orange balls .
2446842020.jpg| 4| Redhead in all white holding balls .
2914800692.jpg| 3| A stunt-bicyclist flies above onlookers .
6043197241.jpg| 0| A couple is posing on hard wood floors in front of stacks of luggage and the man on the left is wearing red and giving a thumbs up .
174487818.jpg| 1| A few tourists taking pictures of their dogs with the cloudy sky as the background .
1406296515.jpg| 2| A girl lays in the grass in front of the Leaning Tower of Pisa in Italy .
1145718750.jpg| 4| A person wearing a hat cleaning a statute .
4400226313.jpg| 0| Tan man with a blue shirt with a graphic design , a white hat and glasses chewing while holding a hotdog and another friend food .
8042603870.jpg| 3| A man rock climbing on a steep cliff .
495054019.jpg| 2| Three teenage boys are running towards an older man in a white shirt .
4890458723.jpg| 0| People walking under a covered arch way , that passes a plaza filled with vendors tents .
4745224936.jpg| 1| Three individuals are sitting outside on brown benches next to the water .
7529595826.jpg| 3| A group of cyclists ride their bikes on a road .
3052038928.jpg| 4| There are four men and one woman .
4041300706.jpg| 4| A shirtless man paints the ceiling .
4862273608.jpg| 2| People waiting outside of a building in the sunlight .
3516677529.jpg| 0| A crying child attempting to ride a skateboard is assisted by a adult male .
2997939824.jpg| 0| Three soldiers are washing cooking tins in red buckets with two women with yellow vests standing behind them .
831655324.jpg| 1| A young woman sits on a bench peeling shrimp over her plate while the boy sitting next to her takes a break from his meal .
2645723249.jpg| 1| An adult female and baby outside with a glass on a metal table .
2231048328.jpg| 0| The back of a light brown dog sitting on sand looking out at a rock and the ocean .
3929821625.jpg| 0| five migrant farm workers in a field of pineapples picking and taking off the outer covering of the freshly picked pineapples and then putting them on a conveyor belt .
3568673111.jpg| 2| When walking down the street it is rare to encounter a pay phone .
4942752980.jpg| 2| An Asian man barbecues meat on a charcoal grill outside .
3456579559.jpg| 0| A skateboarder is airborne between a white building and an American flag .
4903291011.jpg| 1| A man is passed out asleep on a patio table while his mother looks down at the ground .
2726834392.jpg| 1| There is a person jumping off of a stone bridge into the water below .
141429107.jpg| 1| Three children smash bricks into red dust in a village .
1235685934.jpg| 1| There are two men with sunglasses , one of which is wearing a hat and a backpack .
4535869941.jpg| 4| Several women dancing in festive attire .
3127142756.jpg| 1| Two dogs are running and playing in the snow
7920482014.jpg| 3| A woman is singing against a red background .
3863054776.jpg| 0| A female teacher is pointing something out to a young female student seated at a school desk .
33394246.jpg| 4| A man in a black shirt looks at a glacier .
4411745355.jpg| 2| Lynyrd Skynyrd is performing at a concert .
2506050069.jpg| 3| A young boy in a blue and brown shirt plays in the dirt with a rake .
6276644870.jpg| 4| Two motorcycle racers are in a close race .
149150917.jpg| 3| People sitting on a bus or airplane .
5371586024.jpg| 1| Two women talk while working with dough in a commercial kitchen .
3073535022.jpg| 0| a surfer on a white surfboard wearing a yellow shirt with one arm in the air .
7670346004.jpg| 2| A man in a white martial arts robe attempts to submit his opponent wearing a blue robe .
3731742056.jpg| 4| A man in a yellow shirt standing up .
4054215174.jpg| 2| Two boys are running around a girl lying under an umbrella .
127146749.jpg| 3| A small tourist train approaching a tunnel .
4766439161.jpg| 1| On a foggy night , a gas station displays the price of gas .
2708176152.jpg| 3| A group of bicyclists in a race .
3856153247.jpg| 1| A woman is dressed in a homemade top , consisting of hands drawn across the front .
4855047455.jpg| 3| A musician with long hair performs on a stringed instrument .
5397926630.jpg| 3| An ice skating couple performs on the ice .
2213762298.jpg| 4| Man plays a saxophone outside a store .
4795096132.jpg| 1| A woman with a scarf on is by a fence with vehicles on the other side of the fence .
6756425037.jpg| 3| Two African boys both wearing beaded necklaces and with mud painted on their faces .
1446053356.jpg| 1| Children participate in a sport on a green field while in uniforms .
502783522.jpg| 3| Dog running through the woods .
3360930596.jpg| 0| A soccer ball is above the head of a man wearing black shorts and red and black striped shirt .
3624812489.jpg| 1| Three men are happy because they 're team is wining .
5310484815.jpg| 0| Two little boys , one with blue pants and shirt , and the other with blue shirt and gray pants , are playing with Thomas the Train toys on a hardwood floor .
3584829998.jpg| 1| A white dog and a black and white dog are playing while two more black dogs move towards them .
4636392873.jpg| 4| A teacher in a suit tells jokes to students .
3209966887.jpg| 3| A person paints Asian characters on a banner .
157308126.jpg| 4| Three swimmers swim in their respective lanes .
3220090772.jpg| 3| Woman in floral shirt and pearls holding a wineglass .
4450400692.jpg| 4| Many people are gathered around a tall clock tower .
6185849002.jpg| 3| A group of guys set together having a good time while enjoying a drink .
4584925685.jpg| 3| A youth football game wherein three youths are fighting for a football .
5593634551.jpg| 4| Three policemen are on horses .
4507048434.jpg| 4| A man talking on his cellphone at a street corner .
2831217847.jpg| 1| The vehicle is crossing a stream of water , in a wooded area .
5885058292.jpg| 4| A girl running to her parents at a fair .
206373158.jpg| 1| Here is a picture of a man who is working a construction job .
4480498252.jpg| 0| Three females are walking along the street , one of which is walking a medium sized , black dog .
6948376088.jpg| 0| Soccer player in white and green dives for the ball as he defends against his opponent in black .
2281226546.jpg| 1| A band is playing music on stage at a concert .
374828031.jpg| 4| A man climbing a cliff .
4604848309.jpg| 4| A news anchor is being filmed in a store .
4523274345.jpg| 0| A child is wearing a white coat while squatting down in front of a person .
511819129.jpg| 4| A man is talking and holding a piece of paper .
3056532716.jpg| 0| A man dressed in white , holding himself up on olympic rings , is doing the splits .
3162289423.jpg| 3| A snowboarder in a green jumpsuit looks behind herself .
4106150526.jpg| 4| Pedestrians and bicycle taxis at a market .
2536991887.jpg| 0| Several workers in orange vests and white construction hats holding blue bags are working along side railroad tracks .
2736263067.jpg| 1| An African-American male is kneeling in front of a guard rail .
5633423671.jpg| 4| A rock band performs in a dark venue .
4552608823.jpg| 4| Many people are looking around a housing facility .
3102521400.jpg| 2| A bald mad smokes a cigarette beside a pillar adorned with a poster of a missing young woman .
3131288444.jpg| 3| A man holds a baby in a house while a blond child looks at the camera .
8045061561.jpg| 1| A young blond-haired woman is wearing a Bull 's athletic uniform with the number nineteen on it .
2533424347.jpg| 2| Onlookers watch a white stock car that has smoke coming out of the back .
2718049631.jpg| 4| A white dog runs towards the camera as a man walks away .
